Epoch,Eval_AverageReturn,Eval_StdReturn,,,,
1,2908.09130859375,2292.154296875,,,,
2,2223.41943359375,734.729858398438,,,,
3,5289.9130859375,104.34107208252,,,,
4,5495.3642578125,71.910514831543,,,,
5,5512.8505859375,27.2615756988525,,,,
6,5464.79150390625,70.1638488769531,,,,
7,4007.77587890625,1541.50476074219,,,,
8,5431.630859375,85.3839874267578,,,,
9,5570.16064453125,48.6228256225586,,,,
10,5579.44775390625,37.0863761901856,,,,
